# Created on: Sun Feb 25 09:55:55 2018
# X	Y	Z	Vx	Vy	Vz
0.986181	1.1324	1.6314	-1.30753	-1.15113	0.600801
12.4463	0.755754	1.92116	-1.51478	0.774399	0.0780003
1.03081	0.74977	2.45864	0.600409	0.282326	-0.950569
0.51486	0.536157	3.58771	-1.31171	-0.0416125	-2.19957
0.626845	0.50595	5.72359	-1.38064	-1.02087	-0.200333
0.583476	0.224684	6.63342	-0.358083	-0.950034	0.5203
12.4608	1.5018	7.77651	-1.13413	2.18594	-0.110012
1.68182	12.537	8.43298	1.36705	-1.458	-2.04308
0.39583	0.629621	10.8202	-0.966762	-0.496182	0.492843
12.4384	0.938054	0.538915	-1.91885	0.545119	2.74419
0.670492	1.86573	12.5368	-0.369881	0.923085	-1.4385
0.244254	1.9575	2.45347	-0.234515	0.0861988	1.15684
0.738929	1.62661	3.90261	-0.264441	-0.709358	1.05779
0.590337	1.66375	5.01543	-0.21584	-0.502349	1.88038
1.10861	1.34078	5.87792	2.22074	1.34703	0.277068
0.721633	2.01825	6.63766	0.0397501	-0.311114	-1.60684
0.559727	2.27768	7.6381	-0.493164	1.37627	0.453593
0.513164	0.889145	8.57852	0.304465	-2.3361	-1.22183
0.846799	1.24472	9.98453	1.67054	-2.79974	-1.22803
0.379707	2.67579	11.2945	0.414596	1.14302	-0.201353
12.248	3.75757	12.0604	-2.2262	1.03305	-1.8272
0.833045	2.89824	1.72497	0.667379	-0.477701	-0.620979
1.07267	3.34942	2.80669	-0.0737932	-0.428292	-1.33285
1.21607	3.45888	4.23994	1.00212	0.262244	-0.0744342
0.549633	2.76102	5.38037	0.758039	-0.443978	-0.585396
0.477429	2.991	6.88188	0.308619	0.328309	-0.430701
0.0259105	3.09592	8.15632	0.1166	0.164488	-0.598305
0.214751	2.0735	9.68563	-1.76205	-0.682431	-0.909032
0.98286	3.39459	10.2852	0.932191	0.308305	-0.934134
0.610147	3.56592	11.2518	0.212637	1.31356	-1.18386
0.608203	4.33482	0.293146	-0.124056	-0.725616	-0.721064
0.636038	4.51752	1.23008	-0.396942	0.0987393	-0.994259
0.730135	4.45525	3.50059	-0.222494	0.837994	1.55469
0.827049	4.09211	5.23504	0.176787	-1.01607	1.0311
0.397232	4.32381	6.3611	-0.304902	-0.382414	1.60857
0.0216795	4.20568	7.16549	-0.535753	0.452447	1.47985
0.609045	4.65922	8.50166	0.563818	0.145941	0.653025
0.710492	4.37204	9.75045	-0.127946	-0.977892	0.440249
0.876453	4.33382	10.9502	0.871767	0.789478	0.621876
0.117017	4.86039	12.0085	-0.463191	-0.824703	-0.60745
